ageAtBeg,avgAmount,currentAge,faYear,grtAmount,grtSigning,name,position,practicalGrt,team,totalAmount,totalYears,yrRange
23,"$556,667",25,2020,"$20,000",1.20%,Adam Butler,DT,"$20,000",NE,"$1,670,000",3, (2017-2019)
22,"$556,667",24,2020,"$30,000",1.80%,Matt Breida,RB,"$30,000",SF,"$1,670,000",3, (2017-2019)
21,"$556,667",24,2020,"$25,000",1.50%,Kendrick Bourne,WR,"$25,000",SF,"$1,670,000",3, (2017-2019)
25,"$835,000",26,2021,"$130,000",7.78%,Blake Countess,S,"$130,000",NYJ,"$1,670,000",2, (2019-2020)
24,"$556,333",26,2020,"$4,000",0.24%,Keelan Cole,WR,"$4,000",JAC,"$1,669,000",3, (2017-2019)
22,"$556,333",25,2020,"$4,000",0.24%,Matt Haack,P,"$4,000",MIA,"$1,669,000",3, (2017-2019)
21,"$555,000",24,2021,-,-,Nate Gerry,OLB,-,PHI,"$1,665,000",3, (2017-2020)
22,"$555,000",24,2020,-,-,Michael Davis,CB,-,LAC,"$1,665,000",3, (2017-2019)
23,"$555,000",25,2020,-,-,Keionta Davis,DE,-,NE,"$1,665,000",3, (2017-2019)
27,"$830,000",29,2020,"$100,000",6.02%,Greg Van Roten,G,"$100,000",CAR,"$1,660,000",2, (2018-2019)
26,"$822,500",29,2020,-,-,Xavier Su'a-Filo,G,-,DAL,"$1,645,000",2, (2018-2019)
31,"$1,625,000",32,2020,"$250,000",15.38%,Brooks Reed,OLB,"$250,000",ARI,"$1,625,000",1, (2019-2019)
29,"$1,600,000",30,2020,-,-,Blaine Gabbert,QB,-,TB,"$1,600,000",1, (2019-2019)
31,"$1,600,000",32,2020,"$275,000",17.19%,Dwayne Harris,WR,"$275,000",OAK,"$1,600,000",1, (2019-2019)
29,"$1,600,000",30,2020,"$400,000",25.00%,Tom Compton,G,"$400,000",NYJ,"$1,600,000",1, (2019-2019)
28,"$1,600,000",29,2020,"$350,000",21.88%,Kevin Pamphile,G,"$350,000",TEN,"$1,600,000",1, (2019-2019)
24,"$770,000",25,2021,-,-,Caleb Benenoch,RT,-,DET,"$1,540,000",2, (2019-2020)
25,"$770,000",26,2021,-,-,Cody Kessler,QB,-,NE,"$1,540,000",2, (2019-2020)
28,"$1,500,000",29,2020,"$700,000",46.67%,Russell Shepard,WR,"$700,000",NYG,"$1,500,000",1, (2019-2019)
32,"$1,500,000",33,2020,"$100,000",6.67%,Darren Fells,TE,"$100,000",HOU,"$1,500,000",1, (2019-2019)
26,"$1,500,000",27,2020,"$400,000",26.67%,Cody Latimer,WR,"$400,000",NYG,"$1,500,000",1, (2019-2019)
26,"$1,500,000",26,2020,"$1,250,000",83.33%,Aaron Lynch,OLB,"$1,250,000",CHI,"$1,500,000",1, (2019-2019)
25,"$1,500,000",26,2020,"$500,000",33.33%,Neville Hewitt,ILB,"$500,000",NYJ,"$1,500,000",1, (2019-2019)
26,"$1,500,000",27,2020,"$600,000",40.00%,Chris Milton,CB,"$600,000",TEN,"$1,500,000",1, (2019-2019)
29,"$1,500,000",29,2020,"$500,000",33.33%,Jaron Brown,WR,"$500,000",SEA,"$1,500,000",1, (2019-2019)
30,"$1,450,000",31,2020,"$300,000",20.69%,Chris Hogan,WR,"$300,000",CAR,"$1,450,000",1, (2019-2019)
29,"$1,450,000",30,2020,-,-,Bradley Sowell,TE,-,CHI,"$1,450,000",1, (2019-2019)
28,"$1,400,000",28,2020,"$300,000",21.43%,Kerry Wynn,DE,"$300,000",CIN,"$1,400,000",1, (2019-2019)
28,"$1,400,000",28,2020,"$550,000",39.29%,Brent Qvale,RT,"$550,000",NYJ,"$1,400,000",1, (2019-2019)
26,"$1,400,000",27,2020,"$400,000",28.57%,Akeem King,CB,"$400,000",SEA,"$1,400,000",1, (2019-2019)
28,"$1,400,000",28,2020,"$400,000",28.57%,Josh Mauro,DT,"$400,000",OAK,"$1,400,000",1, (2019-2019)
25,"$690,000",26,2021,-,-,Charles Tapper,DE,-,NYJ,"$1,380,000",2, (2019-2020)
24,"$690,000",25,2021,-,-,Chad Williams,WR,-,IND,"$1,380,000",2, (2019-2020)
25,"$690,000",26,2021,-,-,Marvin Hall,WR,-,DET,"$1,380,000",2, (2019-2020)
23,"$690,000",24,2021,-,-,T.J. Green,S,-,CAR,"$1,380,000",2, (2019-2020)
24,"$690,000",25,2021,-,-,Tanner Vallejo,OLB,-,ARI,"$1,380,000",2, (2019-2020)
24,"$690,000",26,2021,-,-,Vincent Taylor,DT,-,BUF,"$1,380,000",2, (2019-2020)
24,"$690,000",25,2021,-,-,Darrell Daniels,TE,-,ARI,"$1,380,000",2, (2019-2020)
27,"$690,000",28,2021,"$75,000",5.43%,Garrett Gilbert,QB,"$75,000",CLE,"$1,380,000",2, (2019-2020)
26,"$690,000",27,2021,-,-,Devin Smith,WR,-,DAL,"$1,380,000",2, (2019-2020)
26,"$690,000",27,2021,-,-,Cody Wichmann,G,-,DAL,"$1,380,000",2, (2019-2020)
25,"$690,000",26,2021,-,-,Josh Ferguson,RB,-,WAS,"$1,380,000",2, (2019-2020)
26,"$690,000",27,2021,-,-,Chris Landrum,OLB,-,HOU,"$1,380,000",2, (2019-2020)
24,"$690,000",25,2021,-,-,Eli Ankou,DT,-,CLE,"$1,380,000",2, (2019-2020)
24,"$690,000",25,2021,-,-,Paxton Lynch,QB,-,PIT,"$1,380,000",2, (2019-2020)
24,"$690,000",25,2021,-,-,Trey Edmunds,RB,-,PIT,"$1,380,000",2, (2019-2020)
27,"$690,000",28,2021,-,-,Johnny Holton,WR,-,PIT,"$1,380,000",2, (2019-2020)
24,"$690,000",25,2021,-,-,Kalif Raymond,WR,-,TEN,"$1,380,000",2, (2019-2020)
24,"$690,000",25,2021,-,-,Josh Jones,S,-,JAC,"$1,380,000",2, (2019-2020)
24,"$690,000",25,2021,-,-,Kyle Sloter,QB,-,DET,"$1,380,000",2, (2019-2020)
24,"$690,000",25,2021,-,-,Eddie Vanderdoes,DT,-,HOU,"$1,380,000",2, (2019-2020)
24,"$690,000",25,2021,-,-,Eric Saubert,TE,-,CHI,"$1,380,000",2, (2019-2020)
24,"$690,000",25,2021,-,-,Corey Levin,C,-,CHI,"$1,380,000",2, (2019-2020)
30,"$1,350,000",31,2020,"$500,000",37.04%,Tramaine Brock,CB,"$500,000",TEN,"$1,350,000",1, (2019-2019)
29,"$1,350,000",29,2020,"$350,000",25.93%,Jermaine Kearse,WR,"$350,000",DET,"$1,350,000",1, (2019-2019)
32,"$1,350,000",33,2020,"$200,000",14.81%,Kyle Love,DT,"$200,000",CAR,"$1,350,000",1, (2019-2019)
26,"$675,000",28,2020,-,-,Josh Andrews,G,-,IND,"$1,350,000",2, (2018-2019)
27,"$675,000",29,2020,-,-,C.J. Goodwin,CB,-,DAL,"$1,350,000",2, (2018-2019)
25,"$675,000",27,2020,-,-,MyCole Pruitt,TE,-,TEN,"$1,350,000",2, (2018-2019)
23,"$675,000",25,2020,-,-,Jonathan Williams,RB,-,IND,"$1,350,000",2, (2018-2019)
24,"$675,000",25,2020,-,-,Dwayne Washington,RB,-,NO,"$1,350,000",2, (2018-2019)
26,"$675,000",28,2020,-,-,Sharrod Neasman,S,-,ATL,"$1,350,000",2, (2018-2019)
24,"$675,000",26,2020,-,-,Kameron Canaday,LS,-,PIT,"$1,350,000",2, (2018-2019)
25,"$670,000",26,2021,-,-,Kyle Peko,DT,-,DEN,"$1,340,000",2, (2019-2020)
36,"$1,330,000",36,2020,"$900,000",67.67%,Darren Sproles,RB,"$900,000",PHI,"$1,330,000",1, (2019-2019)
25,"$1,300,000",25,2021,"$150,000",11.54%,Crevon LeBlanc,CB,"$150,000",PHI,"$1,300,000",1, (2019-2020)
24,"$630,000",24,2022,-,-,Tuzar Skipper,DE,-,PIT,"$1,260,000",2, (2020-2021)
32,"$1,250,000",32,2020,"$120,000",9.60%,Clinton McDonald,DE,"$120,000",ARI,"$1,250,000",1, (2019-2019)
27,"$1,250,000",28,2020,"$250,000",20.00%,Oday Aboushi,T,"$250,000",DET,"$1,250,000",1, (2019-2019)
28,"$1,250,000",29,2020,"$250,000",20.00%,Jordan Mills,RT,"$250,000",ARI,"$1,250,000",1, (2019-2019)
24,"$615,000",25,2021,-,-,Garrett Griffin,TE,-,NO,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Ryan Lewis,CB,-,MIA,"$1,230,000",2, (2019-2020)
25,"$615,000",26,2021,-,-,Jordan Williams,DT,-,TEN,"$1,230,000",2, (2019-2020)
26,"$615,000",27,2021,-,-,Justin Zimmer,DT,-,CLE,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Parry Nickerson,CB,-,JAC,"$1,230,000",2, (2019-2020)
22,"$615,000",23,202,-,-,Jason Cabinda,LB,-,DET,"$1,230,000",2, (2019-2020)
22,"$615,000",23,2021,-,-,Keishawn Bierria,ILB,-,ARI,"$1,230,000",2, (2019-2020)
23,"$615,000",24,2021,-,-,Rashaan Gaulden,S,-,NYG,"$1,230,000",2, (2019-2020)
23,"$615,000",24,2021,-,-,Maurice Smith,S,-,WAS,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Bruce Hector,DT,-,PHI,"$1,230,000",2, (2019-2020)
22,"$615,000",23,2021,-,-,Vyncint Smith,WR,-,NYJ,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Kenneth Dixon,RB,-,NYJ,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Kylie Fitts,DE,-,ARI,"$1,230,000",2, (2019-2020)
23,"$615,000",24,2021,-,-,Dan Arnold,WR,-,ARI,"$1,230,000",2, (2019-2020)
25,"$615,000",26,2021,-,-,Pat O'Connor,DE,-,TB,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Jamal Carter,SS,-,ATL,"$1,230,000",2, (2019-2020)
22,"$615,000",23,2021,-,-,Josh Adams,RB,-,NYJ,"$1,230,000",2, (2019-2020)
23,"$615,000",24,2021,-,-,De’Lance Turner,RB,-,MIA,"$1,230,000",2, (2019-2020)
22,"$615,000",23,2021,-,-,Marcell Harris,S,-,SF,"$1,230,000",2, (2019-2020)
22,"$615,000",23,2021,-,-,Brandon Powell,WR,-,ATL,"$1,230,000",2, (2019-2020)
22,"$615,000",23,2021,-,-,Jalen Davis,CB,-,ARI,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Deante Burton,WR,-,DAL,"$1,230,000",2, (2019-2020)
23,"$615,000",24,2021,-,-,Lance Lenoir,WR,-,DAL,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Chad Kelly,QB,-,IND,"$1,230,000",2, (2019-2020)
23,"$615,000",24,2021,-,-,Demone Harris,OLB,-,KC,"$1,230,000",2, (2019-2020)
23,"$410,000",25,2021,-,-,Adam Pankey,T,-,MIA,"$1,230,000",3, (2018-2020)
26,"$615,000",27,2021,-,-,Jason Vander Laan,TE,-,NO,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Ahmad Thomas,S,-,ATL,"$1,230,000",2, (2019-2020)
23,"$615,000",24,2021,-,-,Matt Dickerson,DE,-,TEN,"$1,230,000",2, (2019-2020)
22,"$615,000",23,2021,-,-,Nick Nelson,CB,-,OAK,"$1,230,000",2, (2019-2020)
23,"$615,000",24,2021,-,-,Breon Borders,CB,-,WAS,"$1,230,000",2, (2019-2020)
23,"$615,000",24,2021,-,-,Colby Gossett,G,-,CLE,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Avery Moss,DE,-,MIA,"$1,230,000",2, (2019-2020)
23,"$615,000",24,2021,-,-,Robert Davis,WR,-,PHI,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Aaron Stinnie,G,-,TB,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Corn Elder,CB,-,CAR,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Marcell Ateman,WR,-,OAK,"$1,230,000",2, (2019-2020)
26,"$615,000",27,2021,-,-,Jamil Douglas,G,-,TEN,"$1,230,000",2, (2019-2020)
22,"$615,000",24,2021,-,-,Chris Covington,OLB,-,DAL,"$1,230,000",2, (2019-2020)
25,"$615,000",26,2021,-,-,Treston Decoud,S,-,DAL,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Ifeadi Odenigbo,DE,-,MIN,"$1,230,000",2, (2019-2020)
26,"$615,000",27,2021,-,-,Harvey Langi,ILB,-,NYJ,"$1,230,000",2, (2019-2020)
23,"$615,000",24,2021,-,-,Cornell Armstrong,CB,-,HOU,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Steve Longa,OLB,-,DET,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Isaac Whitney,WR,-,HOU,"$1,230,000",2, (2019-2020)
26,"$615,000",27,2021,-,-,Woodrow Hamilton,DT,-,CAR,"$1,230,000",2, (2019-2020)
27,"$615,000",28,2021,-,-,A.J. Johnson,ILB,-,DEN,"$1,230,000",2, (2019-2020)
25,"$615,000",26,2021,-,-,Aviante Collins,T,-,MIN,"$1,230,000",2, (2019-2020)
23,"$615,000",24,2021,-,-,Boston Scott,RB,-,PHI,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Amara Darboh,WR,-,PIT,"$1,230,000",2, (2019-2020)
23,"$615,000",24,2021,-,-,Taylor Stallworth,DT,-,NO,"$1,230,000",2, (2019-2020)
25,"$615,000",26,2021,-,-,Mason Schreck,TE,-,CIN,"$1,230,000",2, (2019-2020)
24,"$615,000",25,2021,-,-,Chris Odom,DE,-,WAS,"$1,230,000",2, (2019-2020)
22,"$600,000",24,2020,-,-,Zane Gonzalez,K,-,ARI,"$1,200,000",2, (2018-2019)
23,"$600,000",25,2020,-,-,James Onwualu,OLB,-,JAC,"$1,200,000",2, (2018-2019)
22,"$600,000",24,2021,-,-,Joshua Perkins,TE,-,PHI,"$1,200,000",2, (2018-2020)
26,"$600,000",27,2021,-,-,Vontarrius Dora,OLB,-,ARI,"$1,200,000",2, (2018-2020)
27,"$600,000",29,2020,-,-,Jordan Dangerfield,FS,-,PIT,"$1,200,000",2, (2018-2019)
26,"$600,000",28,2020,-,-,Brandon Thomas,G,-,JAC,"$1,200,000",2, (2018-2019)
25,"$600,000",27,2020,-,-,Marcus Hardison,DT,-,LAC,"$1,200,000",2, (2018-2019)
26,"$600,000",27,2020,-,-,Dean Marlowe,SS,-,BUF,"$1,200,000",2, (2018-2019)
23,"$600,000",25,2020,-,-,Dan Vitale,FB,-,GB,"$1,200,000",2, (2018-2019)
25,"$600,000",27,2020,-,-,Joe Walker,ILB,-,ARI,"$1,200,000",2, (2018-2019)
24,"$600,000",26,2020,-,-,Dillon Gordon,TE,-,CAR,"$1,200,000",2, (2018-2019)
24,"$600,000",26,2020,-,-,Zach Banner,T,-,PIT,"$1,200,000",2, (2018-2019)
22,"$600,000",24,2020,-,-,Brian Hill,RB,-,ATL,"$1,200,000",2, (2018-2019)
22,"$600,000",24,2020,-,-,Isaiah McKenzie,WR,-,BUF,"$1,200,000",2, (2018-2019)
24,"$600,000",25,2020,-,-,Caleb Brantley,DE,-,WAS,"$1,200,000",2, (2018-2019)
37,"$1,120,000",38,2020,"$90,000",8.04%,Don Muhlbach,LS,"$90,000",DET,"$1,120,000",1, (2019-2019)
34,"$1,120,000",35,2020,"$225,000",20.09%,Zak DeOssie,LS,"$225,000",NYG,"$1,120,000",1, (2019-2019)
29,"$1,105,000",29,2020,"$150,000",13.57%,Jahleel Addae,SS,"$150,000",HOU,"$1,105,000",1, (2019-2019)
23,"$1,100,000",24,2020,-,-,Kareem Hunt,RB,-,CLE,"$1,100,000",1, (2019-2019)
22,"$550,000",23,2021,-,-,K.C. McDermott,T,-,JAC,"$1,100,000",2, (2019-2020)
38,"$1,090,000",38,2020,-,5.50%,Mike Adams,FS,"$60,000",HOU,"$1,090,000",1, (2019-2019)
25,"$540,000",26,2021,-,-,Simeon Thomas,CB,-,WAS,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Alex Bars,G,-,CHI,"$1,080,000",2, (2019-2020)
25,"$540,000",26,2021,-,-,Robert Jackson,CB,-,CLE,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Alexander Hollins,WR,-,MIN,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Josh Watson,LB,-,DEN,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Stephen Carlson,TE,-,CLE,"$1,080,000",2, (2019-2020)
24,"$540,000",24,2021,-,-,Austin Larkin,DE,-,ATL,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,David Sills,WR,-,NYG,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Alijah Holder,S,-,DEN,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Deon Cain,WR,-,PIT,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Charles Jones,TE,-,JAC,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Kendall Blanton,TE,-,LAR,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Calvin Munson,ILB,-,MIA,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Iosua Opeta,G,-,PHI,"$1,080,000",2, (2019-2020)
22,"$540,000",24,2021,-,-,Willie Harvey Jr.,LB,-,CLE,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Andre Chachere,CB,-,ARI,"$1,080,000",2, (2019-2020)
24,"$540,000",25,2021,-,-,Jakob Johnson,FB,-,NE,"$1,080,000",2, (2019-2020)
28,"$540,000",29,2021,-,-,Zach Triner,LS,-,TB,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Michael Joseph,CB,-,CHI,"$1,080,000",2, (2019-2020)
26,"$540,000",27,2021,-,-,Codey McElroy,TE,-,TB,"$1,080,000",2, (2019-2020)
24,"$540,000",25,2021,-,-,Spencer Schnell,WR,-,TB,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Michael Walker,WR,-,JAC,"$1,080,000",2, (2019-2020)
24,"$540,000",25,2021,-,-,Dare Ogunbowale,RB,-,TB,"$1,080,000",2, (2019-2020)
24,"$540,000",26,2021,-,-,Horace Richardson,CB,-,DEN,"$1,080,000",2, (2018-2020)
25,"$540,000",26,2021,-,-,Ty Long,P,-,LAC,"$1,080,000",2, (2019-2020)
25,"$540,000",26,2021,-,-,Alex Singleton,LB,-,PHI,"$1,080,000",2, (2019-2020)
25,"$540,000",26,2021,-,-,Billy Brown,TE,-,IND,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Joe Giles-Harris,LB,-,JAC,"$1,080,000",2, (2019-2020)
24,"$540,000",25,2021,-,-,Jomal Wiltz,CB,-,MIA,"$1,080,000",2, (2019-2020)
2018,"$540,000",0,2021,-,-,Alex Brown,CB,-,KC,"$1,080,000",2, (2019-2020)
25,"$540,000",26,2021,-,-,Fred Brown,WR,-,DEN,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Andrew Brown,DE,-,CIN,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Ventell Bryant,WR,-,DAL,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Stanley Morgan,WR,-,CIN,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Travin Howard,OLB,-,LAR,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Jacob Tuioti-Mariner,DT,-,ATL,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Bryan Mone,DT,-,SEA,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Kurt Benkert,QB,-,ATL,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Jonathan Wynn,DE,-,DET,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Robert Spillane,LB,-,PIT,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Jake Gervase,S,-,LAR,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Steve Ishmael,WR,-,IND,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Linden Stephens,S,-,MIA,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Kahzin Daniels,DE,-,TB,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Austin Schlottmann,G,-,DEN,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Gerald Willis,DT,-,MIA,"$1,080,000",2, (2019-2020)
25,"$540,000",26,2021,-,-,Duke Williams,WR,-,BUF,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Jesper Horsted,WR,-,CHI,"$1,080,000",2, (2019-2020)
24,"$540,000",26,2021,-,-,Daniel Ekuale,DT,-,CLE,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,David Steinmetz,G,-,HOU,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Joe Ostman,DE,-,PHI,"$1,080,000",2, (2019-2020)
25,"$540,000",26,2021,-,-,Cody Hollister,WR,-,TEN,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Ryan Nall,RB,-,CHI,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Ashton Dulin,WR,-,IND,"$1,080,000",2, (2019-2020)
24,"$540,000",25,2021,-,-,Frank Herron,DT,-,DET,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Christian Blake,WR,-,ATL,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Dakota Allen,LB,-,JAC,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Jaeden Graham,TE,-,ATL,"$1,080,000",2, (2019-2020)
24,"$540,000",25,2021,-,-,Andre Patton,WR,-,LAC,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,J.T. Hassell,S,-,CLE,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Jonathan Harris,DT,-,DEN,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Josh Woods,LB,-,CHI,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Nate Brooks,CB,-,MIA,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Jamal Davis,OLB,-,MIA,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Porter Gustin,OLB,-,CLE,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Mitch Hyatt,T,-,DAL,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Damion Willis,WR,-,CIN,"$1,080,000",2, (2019-2020)
25,"$540,000",26,2021,-,-,Sam Eguavoen,LB,-,MIA,"$1,080,000",2, (2019-2020)
2018,"$540,000",0,2021,-,-,Anthony Rush,DT,-,PHI,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Rashard Davis,WR,-,TEN,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Kerrith Whyte,RB,-,PIT,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Calvin Anderson,T,-,DEN,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Greg Ward,WR,-,PHI,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Wyatt Miller,T,-,DAL,"$1,080,000",2, (2019-2020)
2018,"$540,000",0,2021,-,-,John Franklin,CB,-,TB,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Josiah Tauaefa,LB,-,NYG,"$1,080,000",2, (2019-2020)
24,"$540,000",25,2021,-,-,Steven Mitchell,WR,-,HOU,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Isaac Nauta,TE,-,DET,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Dee Delaney,CB,-,WAS,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Travis Fulgham,WR,-,DET,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Daniel Helm,TE,-,SF,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Steven Parker,S,-,MIA,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Noah Dawkins,LB,-,TB,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Jackson Barton,T,-,KC,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Caleb Wilson,TE,-,WAS,"$1,080,000",2, (2019-2020)
2018,"$540,000",0,2021,-,-,Garrett McGhin,T,-,CAR,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Tae Hayes,CB,-,MIA,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Andrew Vollert,TE,-,LAC,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Kyron Brown,CB,-,NYJ,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Montre Hartage,CB,-,MIA,"$1,080,000",2, (2019-2020)
23,"$540,000",25,2021,-,-,Joey Ivie,DT,-,TEN,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Bo Scarbrough,RB,-,DET,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Cedrick Wilson,WR,-,DAL,"$1,080,000",2, (2019-2020)
24,"$540,000",25,2021,-,-,Jake Eldrenkamp,G,-,IND,"$1,080,000",2, (2019-2020)
25,"$540,000",26,2021,-,-,Byron Pringle,WR,-,KC,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Wes Hills,RB,-,DET,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Deyon Sizer,DT,-,DEN,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Cameron Smith,LB,-,MIN,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Derick Roberson,OLB,-,TEN,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Krishawn Hogan,WR,-,NO,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Devlin Hodges,QB,-,PIT,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Donovan Olumba,CB,-,DAL,"$1,080,000",2, (2019-2020)
24,"$540,000",25,2021,-,-,Elijah Nkansah,T,-,HOU,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Jester Weah,WR,-,WAS,"$1,080,000",2, (2019-2020)
25,"$540,000",26,2021,-,-,C.J. Board,WR,-,JAC,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Chris Slayton,DT,-,NYG,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Tyler Gauthier,C,-,JAC,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Drew Anderson,QB,-,ARI,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Kevin Givens,DT,-,SF,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Anthony Pittman,LB,-,DET,"$1,080,000",2, (2019-2020)
21,"$540,000",22,2021,-,-,Chandler Brewer,G,-,LAR,"$1,080,000",2, (2019-2020)
23,"$540,000",24,2021,-,-,Trenton Irwin,WR,-,CIN,"$1,080,000",2, (2019-2020)
22,"$540,000",23,2021,-,-,Khari Blasingame,FB,-,TEN,"$1,080,000",2, (2019-2020)
